doc_id,y,group,model,source,theme,n_sentences,n_sentences_prose,n_endings,window_used,n_chars_total,cov_log_sentences,cov_log_chars,llama_degenerate,sent_len_char_mean,sent_len_char_sd,sent_len_char_cv,sent_len_mora_mean,sent_len_mora_sd,sent_len_mora_cv,burstiness_char,burstiness_mora,para_sent_cv,taigendome_rate,dewanaku_per_sentence,comma_per_sentence,ending_mattr20
ai/claude-3-haiku/web-security_2,1,ai,claude-3-haiku,ai,web-security,48,29,29,20.0,1775.000016,3.8918202981106265,7.482118932561124,0,36.979167,18.385331,0.497181,36.604167,18.889745,0.516055,-0.335844,-0.319214,0.414578,0.0,0.0,0.625,0.525
ai/claude-3-haiku/web-security_3,1,ai,claude-3-haiku,ai,web-security,60,47,47,20.0,2407.00002,4.110873864173311,7.786551814734359,0,40.116667,20.621261,0.514032,39.416667,19.981902,0.50694,-0.320976,-0.327192,0.341565,0.0,0.016667,1.25,0.528571
ai/claude-3-haiku/web-security_4,1,ai,claude-3-haiku,ai,web-security,35,35,35,20.0,1693.000015,3.58351893845611,7.434847884066781,0,48.371429,13.158562,0.272032,51.971429,13.708153,0.263763,-0.572288,-0.582575,0.338062,0.0,0.0,1.628571,0.290625
ai/claude-3-haiku/web-security_5,1,ai,claude-3-haiku,ai,web-security,80,44,44,20.0,2542.0,4.394449154672439,7.841099765422119,0,31.775,19.871446,0.62538,34.175,21.126864,0.618196,-0.230482,-0.235944,0.69282,0.0,0.0,0.85,0.37
ai/claude-opus-4/cicd-pipeline_1,1,ai,claude-opus-4,ai,cicd-pipeline,28,9,9,9.0,816.999988,3.367295829986474,6.70686232193282,0,29.178571,16.63914,0.570252,22.928571,18.736764,0.81718,-0.273681,-0.100607,0.747445,0.0,0.0,0.25,0.666667
ai/claude-opus-4/cicd-pipeline_2,1,ai,claude-opus-4,ai,cicd-pipeline,23,10,10,10.0,655.999997,3.1780538303479458,6.4876840139184,0,28.521739,16.844221,0.590575,24.086957,13.605987,0.564869,-0.257407,-0.278062,0.518103,0.2,0.0,0.26087,0.7
ai/claude-opus-4/cicd-pipeline_3,1,ai,claude-opus-4,ai,cicd-pipeline,13,5,5,5.0,440.000002,2.639057329615259,6.089044879981993,0,33.846154,16.09991,0.475679,34.846154,14.970978,0.429631,-0.355308,-0.398963,0.448535,0.0,0.0,0.461538,1.0
ai/claude-opus-4/cicd-pipeline_4,1,ai,claude-opus-4,ai,cicd-pipeline,24,9,9,9.0,798.0,3.2188758248682006,6.683360945766275,0,33.25,15.904009,0.478316,30.666667,18.192642,0.593238,-0.352891,-0.255305,0.546453,0.0,0.0,0.458333,0.777778
ai/claude-opus-4/cicd-pipeline_5,1,ai,claude-opus-4,ai,cicd-pipeline,24,11,11,11.0,729.0,3.2188758248682006,6.593044534142437,0,30.375,20.812281,0.685178,25.166667,18.368149,0.72986,-0.186818,-0.156163,0.612372,0.363636,0.0,0.416667,0.818182
ai/claude-opus-4/code-review_1,1,ai,claude-opus-4,ai,code-review,44,9,9,9.0,910.9999799999999,3.8066624897703196,6.815639968144507,0,20.704545,12.342792,0.596139,22.159091,15.425692,0.696134,-0.253023,-0.179152,0.46577,0.222222,0.022727,0.363636,0.888889
ai/claude-opus-4/code-review_2,1,ai,claude-opus-4,ai,code-review,26,17,17,17.0,765.000002,3.295836866004329,6.641182172351558,0,29.423077,13.009384,0.442149,34.5,15.821723,0.458601,-0.386819,-0.371177,0.492548,0.0,0.0,0.807692,0.705882
ai/claude-opus-4/code-review_3,1,ai,claude-opus-4,ai,code-review,39,15,15,15.0,983.9999909999999,3.6888794541139363,6.8926416320350326,0,25.230769,11.373522,0.45078,27.102564,14.698325,0.542322,-0.378569,-0.296746,0.579623,0.066667,0.025641,0.410256,0.933333
ai/claude-opus-4/code-review_4,1,ai,claude-opus-4,ai,code-review,30,9,9,9.0,804.99999,3.4339872044851463,6.6920837300996805,0,26.833333,13.921406,0.51881,26.0,16.538843,0.636109,-0.31682,-0.222412,0.476095,0.111111,0.033333,0.4,0.888889
ai/claude-opus-4/code-review_5,1,ai,claude-opus-4,ai,code-review,30,11,11,11.0,705.99999,3.4339872044851463,6.561030651752301,0,23.533333,12.330811,0.523972,25.9,14.313979,0.552663,-0.31236,-0.288109,0.447214,0.181818,0.033333,0.466667,1.0
ai/claude-opus-4/docker-intro_1,1,ai,claude-opus-4,ai,docker-intro,29,17,17,17.0,930.0000140000001,3.4011973816621555,6.8362592923146615,0,32.068966,10.119735,0.315562,31.862069,14.241087,0.446961,-0.520263,-0.382208,0.611036,0.0,0.0,0.551724,0.823529
ai/claude-opus-4/docker-intro_2,1,ai,claude-opus-4,ai,docker-intro,21,13,13,13.0,673.999998,3.091042453358316,6.514712687909567,0,32.095238,18.293649,0.56998,30.666667,16.383305,0.534238,-0.273901,-0.303579,0.604218,0.230769,0.0,0.714286,0.769231
ai/claude-opus-4/docker-intro_3,1,ai,claude-opus-4,ai,docker-intro,33,18,18,18.0,936.999987,3.5263605246161616,6.84374993514695,0,28.393939,11.926389,0.420033,26.909091,14.082793,0.523347,-0.408418,-0.312898,0.598437,0.0,0.0,0.424242,0.777778
ai/claude-opus-4/docker-intro_4,1,ai,claude-opus-4,ai,docker-intro,24,14,14,14.0,847.999992,3.2188758248682006,6.744059176888497,0,35.333333,15.536695,0.439718,34.208333,17.109888,0.500167,-0.389161,-0.333185,0.677003,0.357143,0.0,0.5,0.785714
ai/claude-opus-4/docker-intro_5,1,ai,claude-opus-4,ai,docker-intro,26,19,19,19.0,826.999992,3.295836866004329,6.719013144723424,0,31.807692,16.984199,0.533965,31.038462,18.670175,0.601517,-0.303811,-0.248816,0.527358,0.473684,0.0,0.576923,0.894737
ai/claude-opus-4/git-team-rules_1,1,ai,claude-opus-4,ai,git-team-rules,38,5,5,5.0,653.0000180000001,3.6635616461296463,6.483107378980134,0,17.184211,10.402063,0.605327,17.631579,11.391181,0.646067,-0.245852,-0.215017,0.341092,0.0,0.0,0.157895,1.0
ai/claude-opus-4/git-team-rules_2,1,ai,claude-opus-4,ai,git-team-rules,26,7,7,7.0,648.000002,3.295836866004329,6.475432719785754,0,24.923077,13.939217,0.55929,24.115385,18.124202,0.751562,-0.282635,-0.141838,0.448535,0.0,0.0,0.384615,0.857143
ai/claude-opus-4/git-team-rules_3,1,ai,claude-opus-4,ai,git-team-rules,29,11,11,11.0,539.0000030000001,3.4011973816621555,6.2915691451138755,0,18.586207,11.502675,0.618882,19.517241,14.997978,0.768448,-0.23542,-0.130935,0.492512,0.272727,0.0,0.310345,0.545455
ai/claude-opus-4/git-team-rules_4,1,ai,claude-opus-4,ai,git-team-rules,38,7,7,7.0,860.000002,3.6635616461296463,6.758094506750611,0,22.631579,11.160129,0.493122,19.105263,11.933565,0.624622,-0.339475,-0.231056,0.421053,0.142857,0.0,0.210526,0.857143
ai/claude-opus-4/git-team-rules_5,1,ai,claude-opus-4,ai,git-team-rules,26,6,6,6.0,674.000002,3.295836866004329,6.5147126938354925,0,25.923077,12.10824,0.467083,26.192308,16.543693,0.631624,-0.363249,-0.225773,0.38075,0.0,0.038462,0.346154,0.833333
ai/claude-opus-4/python-exception_1,1,ai,claude-opus-4,ai,python-exception,14,9,9,9.0,523.999994,2.70805020110221,6.263398251163053,0,37.428571,15.24427,0.40729,36.0,13.464238,0.374007,-0.421172,-0.455597,0.742307,0.0,0.0,0.857143,0.666667
ai/claude-opus-4/python-exception_2,1,ai,claude-opus-4,ai,python-exception,19,14,14,14.0,678.999998,2.995732273553991,6.522092795228976,0,35.736842,12.064921,0.337605,38.263158,14.282275,0.373264,-0.49521,-0.456384,0.749885,0.0,0.052632,0.894737,0.5
ai/claude-opus-4/python-exception_3,1,ai,claude-opus-4,ai,python-exception,16,10,10,10.0,607.0,2.833213344056216,6.410174881966167,0,37.9375,16.199802,0.427013,35.25,14.232445,0.403757,-0.401529,-0.424748,0.935414,0.0,0.0,0.875,0.8
ai/claude-opus-4/python-exception_4,1,ai,claude-opus-4,ai,python-exception,21,14,14,14.0,728.000007,3.091042453358316,6.591673741610853,0,34.666667,18.586563,0.536151,35.52381,15.771037,0.443957,-0.301955,-0.385083,0.965387,0.0,0.0,0.857143,0.785714
ai/claude-opus-4/python-exception_5,1,ai,claude-opus-4,ai,python-exception,17,11,11,11.0,672.9999949999999,2.8903717578961645,6.5132301034939095,0,39.588235,19.563047,0.494163,40.588235,16.574462,0.408356,-0.338542,-0.420095,0.874475,0.090909,0.058824,1.0,0.727273
ai/claude-opus-4/rdb-design_1,1,ai,claude-opus-4,ai,rdb-design,34,21,21,20.0,1042.000006,3.5553480614894135,6.949856460753409,0,30.647059,14.008154,0.45708,32.882353,17.3269,0.526936,-0.372608,-0.309812,0.591169,0.095238,0.0,0.764706,0.55
ai/claude-opus-4/rdb-design_2,1,ai,claude-opus-4,ai,rdb-design,24,16,16,16.0,754.000008,3.2188758248682006,6.626717759845051,0,31.416667,21.116575,0.672146,36.416667,23.597169,0.647977,-0.196068,-0.213609,0.5,0.1875,0.0,0.958333,0.875
ai/claude-opus-4/rdb-design_3,1,ai,claude-opus-4,ai,rdb-design,31,19,19,19.0,952.999985,3.4657359027997265,6.860663655725016,0,30.741935,19.360698,0.629781,34.580645,23.12766,0.668804,-0.227158,-0.198463,0.665017,0.0,0.0,0.741935,0.631579
ai/claude-opus-4/rdb-design_4,1,ai,claude-opus-4,ai,rdb-design,43,23,23,20.0,959.9999829999999,3.784189633918261,6.867974391280386,0,22.325581,13.961277,0.625349,26.604651,16.312557,0.613147,-0.230505,-0.239813,0.580464,0.130435,0.0,0.465116,0.6125
ai/claude-opus-4/rdb-design_5,1,ai,claude-opus-4,ai,rdb-design,33,15,15,15.0,854.000004,3.5263605246161616,6.7511014736151225,0,25.878788,15.80709,0.610813,30.0,17.054281,0.568476,-0.241609,-0.275123,0.759392,0.066667,0.0,0.454545,0.733333
ai/claude-opus-4/rest-api-design_1,1,ai,claude-opus-4,ai,rest-api-design,36,16,16,16.0,884.000016,3.6109179126442243,6.785587663087026,0,24.555556,11.292683,0.459883,23.75,10.833013,0.456127,-0.369973,-0.373507,0.759711,0.0,0.0,0.5,0.8125
ai/claude-opus-4/rest-api-design_2,1,ai,claude-opus-4,ai,rest-api-design,21,8,8,8.0,507.999996,3.091042453358316,6.232448008691977,0,24.190476,13.095325,0.541342,23.47619,15.38589,0.655383,-0.29757,-0.20818,0.611678,0.125,0.047619,0.571429,1.0
ai/claude-opus-4/rest-api-design_3,1,ai,claude-opus-4,ai,rest-api-design,25,17,17,17.0,730.0,3.258096538021482,6.594413459749778,0,29.2,11.095945,0.379998,27.32,14.880108,0.54466,-0.449277,-0.294783,0.593296,0.0,0.04,0.76,0.764706
ai/claude-opus-4/rest-api-design_4,1,ai,claude-opus-4,ai,rest-api-design,26,14,14,14.0,716.000012,3.295836866004329,6.575075857336022,0,27.538462,15.300153,0.555592,25.230769,12.896952,0.51116,-0.285684,-0.323487,0.650444,0.0,0.0,0.538462,0.857143
ai/claude-opus-4/rest-api-design_5,1,ai,claude-opus-4,ai,rest-api-design,26,12,12,12.0,666.999996,3.295836866004329,6.504288167548622,0,25.653846,9.105967,0.354955,22.384615,13.123898,0.586291,-0.476064,-0.260803,0.851382,0.0,0.038462,0.384615,0.833333
ai/claude-opus-4/team-dev_1,1,ai,claude-opus-4,ai,team-dev,26,9,9,9.0,560.999998,3.295836866004329,6.331501846334972,0,21.576923,13.313305,0.617016,25.730769,16.432982,0.638651,-0.236846,-0.220516,0.521718,0.222222,0.0,0.423077,1.0
ai/claude-opus-4/team-dev_2,1,ai,claude-opus-4,ai,team-dev,30,17,17,17.0,912.99999,3.4339872044851463,6.817830560513231,0,30.433333,17.077633,0.561149,33.5,20.35477,0.607605,-0.281108,-0.244087,0.533333,0.0,0.0,0.8,0.823529
ai/claude-opus-4/team-dev_3,1,ai,claude-opus-4,ai,team-dev,21,21,21,20.0,809.00001,3.091042453358316,6.697034260012163,0,38.52381,12.156202,0.31555,42.0,14.195908,0.337998,-0.520276,-0.494771,0.436436,0.047619,0.047619,1.52381,0.85
ai/claude-opus-4/team-dev_4,1,ai,claude-opus-4,ai,team-dev,34,14,14,14.0,770.000006,3.5553480614894135,6.64768838134543,0,22.647059,12.496782,0.551806,25.352941,15.887254,0.626643,-0.288821,-0.229526,0.531043,0.357143,0.058824,0.441176,0.857143
ai/claude-opus-4/team-dev_5,1,ai,claude-opus-4,ai,team-dev,33,12,12,12.0,831.999993,3.5263605246161616,6.7250336337634815,0,25.212121,14.062108,0.557752,29.545455,16.534795,0.559639,-0.283902,-0.282348,0.426401,0.166667,0.030303,0.454545,0.833333
ai/claude-opus-4/test-strategy_1,1,ai,claude-opus-4,ai,test-strategy,41,21,21,20.0,868.0000120000001,3.7376696182833684,6.7673431390743675,0,21.170732,14.384786,0.679466,24.487805,16.411064,0.670173,-0.190855,-0.197481,0.680746,0.190476,0.04878,0.512195,0.7
ai/claude-opus-4/test-strategy_2,1,ai,claude-opus-4,ai,test-strategy,36,19,19,19.0,781.9999919999999,3.6109179126442243,6.6631326857736894,0,21.722222,10.270268,0.4728,25.833333,11.959422,0.462945,-0.357958,-0.367105,0.430331,0.315789,0.0,0.555556,0.842105
ai/claude-opus-4/test-strategy_3,1,ai,claude-opus-4,ai,test-strategy,46,18,18,18.0,1002.0000140000001,3.8501476017100584,6.910750801920061,0,21.782609,13.180871,0.60511,25.869565,15.440783,0.596871,-0.246021,-0.25245,0.470289,0.0,0.021739,0.543478,0.611111
ai/claude-opus-4/test-strategy_4,1,ai,claude-opus-4,ai,test-strategy,47,19,19,19.0,1032.0000089999999,3.8712010109078907,6.940222477832126,0,21.957447,11.758125,0.535496,24.276596,14.42029,0.594,-0.302511,-0.254705,0.456332,0.421053,0.042553,0.382979,0.894737
ai/claude-opus-4/test-strategy_5,1,ai,claude-opus-4,ai,test-strategy,40,23,23,20.0,940.0,3.713572066704308,6.846943139585379,0,23.5,12.657014,0.538596,27.375,15.262188,0.557523,-0.299886,-0.28409,0.632456,0.304348,0.025,0.575,0.8125
ai/claude-opus-4/web-security_1,1,ai,claude-opus-4,ai,web-security,21,20,20,20.0,755.0000010000001,3.091042453358316,6.628041377502284,0,35.952381,13.040144,0.362706,38.142857,17.939809,0.470332,-0.467668,-0.360237,0.444161,0.15,0.047619,1.142857,0.8
